Beer,Username,Location,Rating,Review,Date
Marshmallow Handjee,,Illinois,5/5,I can’t say enough about this. The bourbon barrel and the vanilla beans are balanced to perfection. The sweetness is cut by the smooth velvet flavor. World class beer and one of the best vanilla stouts out there. It’s one of those beers you must seek out once. Or many times.,"Jan 21, 2021"
Marshmallow Handjee,,Illinois,5/5,The Best. It really doesn't disappoint. The vanilla works flawlessly with the barrel presence and the base beer. I chased this for a long time and trying it was worth the wait.,"Jan 11, 2021"
Marshmallow Handjee,,Illinois,4.63/5,I've had a few different years of this and they're all fantastic. It's worth the drive to Indiana to have a chance at landing it. I've had the last few years of this and they're all superb.,"Jan 11, 2021"
Marshmallow Handjee,,California,4.43/5,"2019 Handjee, poured from cellar temp into a plastic glass. Shared with friends spread out in my backyard

The base beer is big and fudgy, decent amount of oak/barrel to reign it in. Getting a touch of soy sauce like oxidation though which distracts from what I think this beer is going for.","Dec 29, 2020"
Marshmallow Handjee,,Illinois,4.98/5,"2019 Vintage
L - Pitch black. Looks like motor oil. Small amount of light brown head
S - Vanilla infused brownie batter that has been marinating in bourbon
F - Silky, thick
T - Vanilla upfront followed by a bourbon soaked brownie ball. An incredibly long finish that is followed up with some heat from the barrel
O - A beer that lives up to the hype. Absolutely worth the price of admission.","Dec 09, 2020"
Marshmallow Handjee,,Illinois,4.59/5,"I am going to start off by saying I like this beer and would happily have it again, but the number 2 beer in the world? Not a chance! Shimmering jet black with a brown cap that fades into a ring. The nose is the star of the beer: huge vanilla and bourbon, toasty rustic oak, dark chocolate fudge, roasted malts, date, a hint of coffee, brown sugar and molasses. Taste really does well to accentuate the tannins in the wood with the bourbon and vanilla as the excavators, maltwork is robust and characteristic of the base, sweet dark lord flavors that were detected in the nose poke through, on the sweeter side of the style for sure. Feel is very warm, full, heavy, viscous, and robust without getting syrupy, wonderful but sweeter feeling, barrel character is great. The best variant yet I have tried","Nov 28, 2020"
Marshmallow Handjee,,Norway,5/5,"This is the most ridiculously well-tasting beverage I've tasted in my entire life. Lots of massive chocolate, non-synthetic marsmallow, vanilla, bourbon- thick body. Insane! Both 2018 and 2015.","Nov 17, 2020"
Abraxas - Barrel-Aged,,New York,4.29/5,"750ml waxed and capped bottle into a DDG teku.

Pours thick, viscous. No head, no lace. Big, mocha colored legs. Spice and cinnamon sugar are apparent on the nose. Also notes of chocolate, fudge, molasses, and booze. Very pungent. Beer opens chocolate, fudge, and cinnamon sugar. Spicy and prickly. Vanilla and barrel in the middle. Oak, booze, and more molasses and fudge at the end. Sticky finish. Body is full with low carbonation. Smooth and rich on the palate and goes down messy with a lingering aftertaste. 

I'm actually less of a fan of this than other imperial stouts in Perennial's barrel aged series. That being said, still far better than average.","Jul 25, 2023"
Abraxas - Barrel-Aged,,Indiana,4.4/5,"Excellent rye barrel with strong taste of cinnamon. Hints of cocoa nibs, ancho, and vanilla are pushed into the background by the barrel flavor, which dominates the other flavors. It is very good, but personally I slightly prefer the greater nuance of the regular Abraxis.","Apr 24, 2023"
Abraxas - Barrel-Aged,,Ohio,4.61/5,Cinnamon and pepper the predominant notes. Cocoa and the barrel aged bourbon sweetness add on the balance the spiciness. Very well done adjuncted BA stout.,"Nov 13, 2022"
Abraxas - Barrel-Aged,,Pennsylvania,4.13/5,"Good. Not noticeably better than normal abraxas. Id say overly sweet per style and too mich cinnamon. #3 beer on beer advocate LMAO no.

Okay. Fuck. The more I drink this the more I can barely finish the 9oz pour. Sugar cinnamon water. Cloying and WAY fucking 2 dimensional and cloying.","Aug 26, 2022"
Abraxas - Barrel-Aged,,Pennsylvania,4.52/5,"2021 variant - great viscosity and barrel on this - was missing the chili's and vanilla, but got a good bit of cinnamon, chocolate and coffee. Enjoyable experience, but expected a little more.","Aug 01, 2022"
Abraxas - Barrel-Aged,,Illinois,4.27/5,"Maybe I waited to long to open my 2020 bottle. Mostly chocolate, mild cinnamon, slight coffee which aren't bad. Zero vanilla or pepper. Not bad overall but I expected more from BA's #3 rated beer. Won't go out of my way to acquire another bottle.","Jul 25, 2022"
Abraxas - Barrel-Aged,,Minnesota,4.84/5,"Look - black, thick, copper head dissipates quickly 
Smell- Smooth licorice, molasses 
Taste - BA imperial stout at its best. The right balance of vanilla bean, cinnamon, whiskey, with the dark smooth licorice and molasses stout. The chilis are not overpowering at all, adding just a hint of flavor without overpowering heat. 
Feel - smooth, thick rich","May 28, 2022"
Abraxas - Barrel-Aged,,Spain,4.47/5,Exceptional beer. Like a christmas pudding with a hint of chilli and bourbon.,"Apr 15, 2022"
Abraxas - Barrel-Aged,,Washington,4.31/5,"This is a beer I've been wanting to try for some time now (was able to obtain it in a trade for Fremont B5K).

The beer pours fairly dark, blackish brown color with good head retention and considerable lacing. The beer certainly looks impressive enough. On the nose, I pick up vanilla, green chili peppers, some chocolate, underlying coffee and considerable whiskey. The flavor profile replicates the nose pretty closely, though I thought it a bit hot on the finish (something that is especially noticeable, given the chili flavor in this beer). That being said, the barrel aging seems to mute the base beer flavors in this beer somewhat, and really doesn't seem to blend in all that well. It does add another flavor component/dimension, which is always nice, but the whiskey flavor otherwise doesn't seem to bring a lot to the party in this beer. Mouthfeel is fairly full otherwise, and the alcohol seemed to be pretty well integrated into the flavor profile. Drinkability is pretty good, though it's hard to imagine drinking more than a small amount of this beer at a sitting.

This is a very nice beer, but given it's reputation, I confess I was expecting a bit more from it. Very glad I had the opportunity to try it, but this probably isn't a beer I'd want to seek out again.","Mar 18, 2022"
Abraxas - Barrel-Aged,,Texas,4.9/5,"#90, outstanding!","Dec 04, 2021"
Abraxas - Barrel-Aged,,Tennessee,4.98/5,"Lucky enough to try this one at Xul Beer Company's first bottle share on Nov. 10, 2021.
Poured into an event glass.
Look- A deep black with a nice tan/brown head covering the top.
Smell- Nice chocolate and caramel mix with a hint of cinnamon. The barrel was present but not as strong as I expected.
Taste- Mostly followed the smell except the bourbon added a nice little kick to each sip. The molasses taste seemed more toward the middle of the pour.
Mouthfeel- Smooth with no carbonation. Not as thick and had nice lacing.
Overall- A first class stout with a great finish.","Dec 04, 2021"
Abraxas - Barrel-Aged,,Indiana,4.55/5,"Appearance - The poured a thick black color with a dark tan head. The body could block out the sun. 

Smell - The nose radiated chocolate with the spice of a cinnamon cookie. 

Taste - Initially, the beer was like boozy chocolate. The cinnamon brought to mind spicy cinnamon cookies with ancho heat. Notes of raisin juice and dark fruits follow. It was a bit warming toward the back with a lingering spice. 

Mouthfeel - The beer had a huge smooth body with little carbonation. 

Overall - The beer may not have been exactly as I expected, but it was quite nice.","Oct 29, 2021"
Abraxas - Barrel-Aged,,Pennsylvania,4.34/5,"Pours very dark black with a thin tan head on top, Smells of Cinnamon Toast Crunch soaked in Bourbon which I think is pretty nice. The taste of the beer has the cinnamon and the touch of spice in there along with the vanilla and chocolate. The feel is nice and silky, doesn't burn the throat or mouth from the adjuncts which is perfect. Overall it's an outstanding beer and was fortunate to try it finally.","Sep 19, 2021"
Abraxas - Barrel-Aged,,Missouri,4.64/5,"Big time grail for me. Vintage 2019 on tap at Bier Station, consumed and reviewed October 2021.

Pours black with a finger and a half of dark caramel foam. Good head retention. Aroma is spices, cinnamon, chocolate, toffee, caramel, and molasses. Roasty and toasty malts offer up a firm base, adding a strong malty stout backbone to each whiff. As the sweetness crescendos to a peak, barrel character sweeps in to add some char, bourbon, and bitterness. Alcohol remains an after thought, allowing the beer to shine forward of its ABV. Loaded from first whiff to last sniff. Flavor profile is more of the same - a firm stout base of roasty and toasty malts form the foundation of cinnamon, spices, vanilla, caramel, molasses, toffee, and cream. It opens up less spicy than the nose, but finishes more spicy than the nose, that is to say, the dynamics are shaped in contrast - mirrored. Only caveat to the mirror image is the barrel character notes of char and bourbon that come thru at the end again, dropping this stout an octave into deeper heartiness. Despite the bourbon character popping through the beer, the beer never comes off as hot. Mouth feel is thick with a smooth, consistent grit. Its feel is uniform from front to back. Overall, incredible depth with loads of barrel complimenting the initial spices well. It borders on an ADHD stout, spreading it's attention in a spiderweb of directions, but remains cohesive enough to form an intoxicating melody. 

Draft. 8oz pour.","Aug 27, 2021"
Abraxas - Barrel-Aged,,Ohio,4.53/5,"Second Review, 2020 in 2021
Look - black and thick syrup
Smell - sweet spice chocolate cinnamon 
Taste - lots of spice smell cinnamon with chocolate and nice barrel 
Feel - thick body medium carb
Overall - still delicious

First Review 2021 in 2021- 4.74
Look - black thick and a nice tan rimming almost no head. Fantastic skimming (4.5)
Smell - so much barrel with a great balance of vanilla, cinnamon, and chocolate (4.75)
Taste - boozy with a fantastic blend of cinnamon vanilla chocolate. Nice woody caramel bba taste. Boozy (4.75)
Feel - full body creamy with a slight carb (4.75)
Overall - just incredible (4.75)","Aug 18, 2021"
